id,name_en,name_kr,trigger,category,param_1,param_2,target,description_en,description_kr,
108,Forewarn,예지몽,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,SELF,"When it enters a battle, the Pokemon can tell one of the moves an opposing Pokemon has.",상대가 가진 가장 위력이 높은 기술 하나를 알 수 있다.,
109,Unaware,천진,PASSIVE,MOVE_MODIFIER,IGNORE_TARGET_STAT_MODS,0,SELF,"When attacking, the Pokemon ignores the target's stat changes.",공격 시 상대의 방어/특방 랭크 변화를 무시한다.,
110,Tinted Lens,색안경,PASSIVE,DAMAGE_MODIFIER,NOT_VERY_EFFECTIVE,2,SELF,"The Pokemon can use ""not very effective"" moves to deal regular damage.",효과가 별로인 기술의 위력이 2배가 된다.,
111,Filter,필터,PASSIVE,DAMAGE_MODIFIER,SUPER_EFFECTIVE_TAKEN,0.75,SELF,Reduces the power of supereffective attacks that hit the Pokemon.,효과가 굉장한 기술에 맞았을 때 데미지를 0.75배로 받는다.,
112,Slow Start,슬로스타트,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,SELF,"For five turns, the Pokemon's Attack and Speed stats are halved.",등장 후 5턴 동안 공격과 스피드가 절반이 된다.,
113,Scrappy,배짱,PASSIVE,TYPE_EFFECTIVENESS,NORMAL_FIGHT_VS_GHOST,1,SELF,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves. It is also unaffected by Intimidate.,노말과 격투 타입 기술로 고스트 타입에게 데미지를 줄 수 있다. 위협도 받지 않는다.,
114,Storm Drain,마중물,SPECIAL_LOGIC,SPECIAL_LOGIC,WATER,1,SELF,"The Pokemon draws in all Water-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.","물 기술을 자신에게 유인하고, 데미지를 무효화하며 특공을 1랭크 올린다.",
115,Ice Body,아이스바디,ON_WEATHER,HEAL,SNOW,0.0625,SELF,The Pokemon gradually regains HP in snow.,날씨가 눈(싸라기눈)일 때 매 턴 최대 HP의 1/16을 회복한다.,
116,Solid Rock,하드록,PASSIVE,DAMAGE_MODIFIER,SUPER_EFFECTIVE_TAKEN,0.75,SELF,Reduces the power of supereffective attacks that hit the Pokemon.,효과가 굉장한 기술에 맞았을 때 데미지를 0.75배로 받는다.,
117,Snow Warning,눈퍼뜨리기,ON_SWITCH_IN,WEATHER_CHANGE,SNOW,5,FIELD,The Pokemon makes it snow when it enters a battle.,등장했을 때 날씨를 눈(싸라기눈)으로 바꾼다.,
118,Honey Gather,꿀모으기,ON_END_BATTLE,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon may gather Honey after a battle.,배틀 종료 후 일정 확률로 '달콤한꿀'을 줍는다.,
119,Frisk,통찰,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,SELF,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",등장 시 상대의 도구를 알 수 있다.,
120,Reckless,이판사판,PASSIVE,DAMAGE_MODIFIER,RECOIL_MOVES,1.2,SELF,Powers up moves that have recoil damage.,반동 데미지를 받는 기술의 위력이 1.2배가 된다.,
121,Multitype,멀티타입,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,Changes the Pokemon's type to match the plate it holds.,플레이트에 따라 타입이 바뀐다.,
122,Flower Gift,플라워기프트,ON_WEATHER,SPECIAL_LOGIC,NONE,0,SELF,Boosts the Attack and Sp. Def stats of the Pokemon and its allies in harsh sunlight.,쾌청일 때 자신과 아군의 공격과 특방이 1.5배가 된다.,
123,Bad Dreams,나이트메어,ON_END_TURN,SPECIAL_LOGIC,NONE,0,SELF,Damages opposing Pokemon that are asleep.,잠든 상대에게 매 턴 최대 HP의 1/8 데미지를 준다.,
124,Pickpocket,나쁜손버릇,ON_HIT_CONTACT,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon steals the held item from attackers that make direct contact with it.,접촉 기술을 사용한 상대의 도구를 훔친다.,
125,Sheer Force,우격다짐,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,"Removes any additional effects from the Pokemon's moves, but increases the moves' power.","부가 효과가 있는 기술의 위력이 1.3배가 되는 대신, 부가 효과가 발동하지 않는다.",
126,Contrary,심술꾸러기,PASSIVE,STAT_MODIFIER,REVERSE_STAT_CHANGES,0,SELF,Reverses any stat changes affecting the Pokemon so that attempts to boost its stats instead lower them ? and attempts to lower its stats will boost them.,능력치 랭크 변화가 반대로 적용된다.,
127,Unnerve,긴장감,ON_SWITCH_IN,ITEM_ACTION,BERRY_LOCK,0,ALL_FOES,Unnerves opposing Pokemon and makes them unable to eat Berries.,상대 포켓몬이 나무열매를 먹지 못하게 한다.,
128,Defiant,오기,ON_STAT_LOWERED,STAT_CHANGE,ATTACK,2,SELF,"If the Pokemon has any stat lowered by an opposing Pokemon, its Attack stat will be boosted sharply.",상대에 의해 능력치가 떨어졌을 때 공격이 2랭크 상승한다.,
129,Defeatist,무기력,ON_LOW_HP,SPECIAL_LOGIC,NONE,0,SELF,Halves the Pokemon's Attack and Sp. Atk stats when its HP drops to half or less.,HP가 절반 이하일 때 공격과 특공이 절반이 된다.,
130,Cursed Body,저주받은바디,ON_HIT_BY_MOVE,SPECIAL_LOGIC,NONE,0,SELF,May disable a move that has dealt damage to the Pokemon.,공격을 받았을 때 30% 확률로 상대의 기술을 사슬묶기 상태로 만든다.,
131,Healer,힐링시프트,ON_END_TURN,SPECIAL_LOGIC,NONE,0,SELF,Sometimes cures the status conditions of the Pokemon's allies.,매 턴 30% 확률로 옆에 있는 아군의 상태 이상을 회복한다.,
132,Friend Guard,프렌드가드,PASSIVE,DAMAGE_MODIFIER,ALLY_DAMAGE,0.75,ALLY,Reduces damage dealt to allies.,같은 편이 받는 데미지를 0.75배로 줄여준다.,
133,Weak Armor,깨지는갑옷,ON_HIT_PHYSICAL,STAT_CHANGE,"DEFENSE,-1,SPEED,2",0,SELF,"The Pokemon's Defense stat is lowered when it takes damage from physical moves, but its Speed stat is sharply boosted.",물리 기술을 받으면 방어가 1랭크 하락하고 스피드가 2랭크 상승한다.,
134,Heavy Metal,헤비메탈,PASSIVE,WEIGHT_MODIFIER,WEIGHT,2,SELF,Doubles the Pokemon's weight.,몸무게가 2배가 된다.,
135,Light Metal,라이트메탈,PASSIVE,WEIGHT_MODIFIER,WEIGHT,0.5,SELF,Halves the Pokemon's weight.,몸무게가 절반이 된다.,
136,Multiscale,멀티스케일,PASSIVE,DAMAGE_MODIFIER,DAMAGE_TAKEN_FULL_HP,0.5,SELF,Reduces the amount of damage the Pokemon takes while its HP is full.,HP가 가득 차 있을 때 받는 데미지를 절반으로 줄인다.,
137,Toxic Boost,독폭주,PASSIVE,STAT_MODIFIER_STATUS,ATTACK,1.5,SELF,Powers up physical moves when the Pokemon is poisoned.,독 상태일 때 물리 기술의 위력이 1.5배가 된다.,
138,Flare Boost,열폭주,PASSIVE,STAT_MODIFIER_STATUS,SPECIAL_ATTACK,1.5,SELF,Powers up special moves when the Pokemon is burned.,화상 상태일 때 특수 기술의 위력이 1.5배가 된다.,
139,Harvest,수확,ON_END_TURN,SPECIAL_LOGIC,NONE,0,SELF,May create another Berry after one is used.,사용한 나무열매를 50% 확률(쾌청일 때 100%)로 재생한다.,
140,Telepathy,텔레파시,PASSIVE,MOVE_IMMUNITY,ALLY_ATTACK,0,SELF,The Pokemon anticipates and dodges the attacks of its allies.,아군의 공격을 받지 않는다.,
141,Moody,변덕쟁이,ON_END_TURN,SPECIAL_LOGIC,NONE,0,SELF,"Every turn, one of the Pokemon's stats will be boosted sharply, but another stat will be lowered.","매 턴 랜덤한 능력치가 2랭크 상승하고, 다른 랜덤한 능력치가 1랭크 하락한다.",
142,Overcoat,방진,PASSIVE,EFFECT_IMMUNITY,"POWDER,WEATHER_DAMAGE",0,SELF,The Pokemon takes no damage from sandstorms. It is also protected from the effects of powders and spores.,"모래바람, 싸라기눈 데미지와 가루 기술을 받지 않는다.",
143,Poison Touch,독수,ON_CONTACT,PRIMARY_STATUS,POISON,0.3,TARGET,May poison a target when the Pokemon makes contact.,접촉 기술을 사용했을 때 30% 확률로 상대를 독 상태로 만든다.,
144,Regenerator,재생력,ON_SWITCH_OUT,HEAL,MAX_HP,0.33,SELF,The Pokemon has a little of its HP restored when withdrawn from battle.,교체할 때 최대 HP의 1/3을 회복한다.,
145,Big Pecks,부풀은가슴,PASSIVE,STAT_MODIFIER_IMMUNITY,DEFENSE_LOWER,0,SELF,Prevents the Pokemon from having its Defense stat lowered.,상대에 의해 방어가 떨어지지 않는다.,
146,Sand Rush,모래헤치기,ON_WEATHER,STAT_MODIFIER,SPEED,2,SELF,Boosts the Pokemon's Speed stat in a sandstorm.,날씨가 모래바람일 때 스피드가 2배가 된다.,
147,Wonder Skin,미라클스킨,PASSIVE,ACCURACY_MODIFIER,STATUS_MOVES_ON_SELF,0.5,SELF,Makes status moves more likely to miss the Pokemon.,변화 기술을 받을 때 명중률을 절반으로 계산한다.,
148,Analytic,애널라이즈,ON_MOVE_LAST,DAMAGE_MODIFIER,ANY,1.3,SELF,Boosts the power of the Pokemon's move if it is the last to act that turn.,같은 턴에 가장 나중에 행동할 때 기술의 위력이 1.3배가 된다.,
149,Illusion,일루전,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon fools opponents by entering battle disguised as the last Pokemon in its Trainer's party.,파티의 마지막 포켓몬으로 변신해서 등장한다.,
150,Imposter,괴짜,ON_SWITCH_IN,TRANSFORM,NONE,0,FOE,The Pokemon transforms itself into the Pokemon it's facing.,등장했을 때 바로 앞의 상대로 변신한다.,
151,Infiltrator,틈새포착,PASSIVE,MOVE_MODIFIER,IGNORE_SCREENS,0,SELF,"The Pokemon's moves are unaffected by the target's barriers, substitutes, and the like.","리플렉터, 빛의장막, 대타출동 등을 무시하고 공격한다.",
152,Mummy,미라,ON_CONTACT,SPECIAL_LOGIC,NONE,0,ATTACKER,Contact with the Pokemon changes the attacker's Ability to Mummy.,접촉한 상대의 특성을 미라로 바꾼다.,
153,Moxie,자기과신,ON_KO,STAT_CHANGE,ATTACK,1,SELF,"When the Pokemon knocks out a target, it shows moxie, which boosts its Attack stat.",상대를 쓰러뜨렸을 때 공격이 1랭크 상승한다.,
154,Justified,정의의마음,ON_HIT_BY_TYPE,STAT_CHANGE,ATTACK,1,SELF,"When the Pokemon is hit by a Dark-type attack, its Attack stat is boosted by its sense of justice.",악 타입 기술을 받으면 공격이 1랭크 상승한다.,
155,Rattled,주눅,ON_HIT_BY_TYPE,"BUG,GHOST,DARK",STAT_CHANGE,SPEED,1,"The Pokemon gets scared when hit by a Dark-, Ghost-, or Bug-type attack or if intimidated, which boosts its Speed stat.","The Pokemon gets scared when hit by a Dark-, Ghost-, or Bug-type attack or if intimidated, which boosts its Speed stat.","벌레, 고스트, 악 타입 기술을 받거나 위협을 당하면 스피드가 1랭크 상승한다."
156,Magic Bounce,매직미러,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon reflects status moves instead of getting hit by them.,변화 기술을 반사한다.,
157,Sap Sipper,초식,ON_HIT_BY_TYPE,SPECIAL_LOGIC,GRASS,1,SELF,"The Pokemon takes no damage when hit by Grass-type moves. Instead, its Attack stat is boosted.",풀 타입 기술을 받으면 무효화하고 공격이 1랭크 상승한다.,
158,Prankster,짓궂은마음,PASSIVE,PRIORITY_MODIFIER,STATUS_MOVES,1,SELF,Gives priority to the Pokemon's status moves.,변화 기술의 우선도가 +1 증가한다.,
159,Sand Force,모래의힘,ON_WEATHER,DAMAGE_MODIFIER,"ROCK,GROUND,STEEL",1.3,SELF,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","모래바람일 때 바위, 땅, 강철 타입 기술의 위력이 1.3배가 된다.",
160,Iron Barbs,철가시,ON_CONTACT,DAMAGE,MAX_HP,0.125,ATTACKER,The Pokemon's iron barbs damage the attacker if it makes direct contact.,접촉한 상대에게 최대 HP의 1/8 데미지를 준다.,
161,Zen Mode,달마모드,ON_LOW_HP,SPECIAL_LOGIC,NONE,0,SELF,Changes the Pokemon's shape when its HP drops to half or less.,HP가 절반 이하일 때 폼 체인지한다.,
162,Victory Star,승리의별,PASSIVE,ACCURACY_MODIFIER,SELF_AND_ALLY,1.1,FIELD,Boosts the accuracy of the Pokemon and its allies.,자신과 아군의 명중률이 1.1배가 된다.,
163,Turboblaze,터보블레이즈,PASSIVE,MOVE_MODIFIER,IGNORE_ABILITY,0,SELF,The Pokemon's moves are unimpeded by the Ability of the target.,공격 시 상대의 방어적인 특성을 무시한다.,
164,Teravolt,테라볼티지,PASSIVE,MOVE_MODIFIER,IGNORE_ABILITY,0,SELF,The Pokemon's moves are unimpeded by the Ability of the target.,공격 시 상대의 방어적인 특성을 무시한다.,
165,Aroma Veil,아로마베일,PASSIVE,MOVE_IMMUNITY,MENTAL_ATTACKS,0,ALLY,Protects the Pokemon and its allies from effects that prevent the use of moves.,아군이 멘탈 공격을 받지 않는다.,
166,Flower Veil,플라워베일,PASSIVE,SPECIAL_LOGIC,NONE,0,ALLY,Ally Grass-type Pokemon are protected from status conditions and the lowering of their stats.,아군 풀 타입 포켓몬이 상태 이상과 능력치 하락을 받지 않는다.,
167,Cheek Pouch,볼주머니,ON_BERRY_EAT,HEAL,MAX_HP,0.33,SELF,"The Pokemon's HP is restored when it eats any Berry, in addition to the Berry's usual effect.",나무열매를 먹으면 최대 HP의 1/3을 회복한다.,
168,Protean,변幻자재,ON_MOVE_USE,SPECIAL_LOGIC,NONE,0,SELF,Changes the Pokemon's type to the type of the move it's about to use. This works only once each time the Pokemon enters battle.,기술을 사용하기 직전에 그 기술의 타입으로 변한다.,
169,Fur Coat,퍼코트,PASSIVE,DAMAGE_MODIFIER,PHYSICAL_TAKEN,0.5,SELF,Halves the damage taken from physical moves.,물리 기술에 받는 데미지를 절반으로 줄인다.,
170,Magician,매지션,ON_MOVE_HIT,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon steals the held item from any target it hits with a move.,공격 기술을 명중시킨 상대의 도구를 훔친다.,
171,Bulletproof,방탄,PASSIVE,MOVE_IMMUNITY,BALL_BOMB_MOVES,0,SELF,Protects the Pokemon from ball and bomb moves.,"구슬, 폭탄류 기술을 받지 않는다.",
172,Competitive,승기,ON_STAT_LOWERED,STAT_CHANGE,SPECIAL_ATTACK,2,SELF,Boosts the Pokemon's Sp. Atk stat sharply when its stats are lowered by an opposing Pokemon.,상대에 의해 능력치가 떨어졌을 때 특공이 2랭크 상승한다.,
173,Strong Jaw,옹골찬턱,PASSIVE,DAMAGE_MODIFIER,BITING_MOVES,1.5,SELF,The Pokemon's strong jaw boosts the power of its biting moves.,무는 기술의 위력이 1.5배가 된다.,
174,Refrigerate,프리즈스킨,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.,노말 타입 기술이 얼음 타입이 되며 위력이 1.2배가 된다.,
175,Sweet Veil,스위트베일,PASSIVE,STATUS_IMMUNITY,SLEEP,0,ALLY,Prevents the Pokemon and its allies from falling asleep.,아군이 잠듦 상태가 되지 않는다.,
176,Stance Change,배틀스위치,ON_MOVE_USE,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.,"공격 기술을 사용하면 블레이드폼, 킹실드를 사용하면 실드폼이 된다.",
177,Gale Wings,질풍날개,ON_MOVE_USE,SPECIAL_LOGIC,NONE,0,SELF,Gives priority to the Pokemon's Flying-type moves while its HP is full.,HP가 가득 차 있을 때 비행 타입 기술의 우선도가 +1 증가한다.,
178,Mega Launcher,메가런처,PASSIVE,DAMAGE_MODIFIER,PULSE_MOVES,1.5,SELF,Powers up pulse moves.,파동 기술의 위력이 1.5배가 된다.,
179,Grass Pelt,풀모피,ON_TERRAIN,STAT_MODIFIER,DEFENSE,1.5,SELF,Boosts the Pokemon's Defense stat on Grassy Terrain.,그래스필드일 때 방어가 1.5배가 된다.,
180,Symbiosis,공생,ON_ALLY_ITEM_USE,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon passes its held item to an ally that has used up an item.,아군이 도구를 사용하면 자신의 도구를 넘겨준다.,
181,Tough Claws,단단한발톱,PASSIVE,DAMAGE_MODIFIER,CONTACT_MOVES,1.3,SELF,Powers up moves that make direct contact.,접촉 기술의 위력이 1.3배가 된다.,
182,Pixilate,페어리스킨,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.,노말 타입 기술이 페어리 타입이 되며 위력이 1.2배가 된다.,
183,Gooey,미끈미끈,ON_CONTACT,STAT_CHANGE,SPEED,-1,ATTACKER,Contact with the Pokemon lowers the attacker's Speed stat.,접촉한 상대의 스피드를 1랭크 떨어뜨린다.,
184,Aerilate,스카이스킨,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,Normal-type moves become Flying-type moves. The power of those moves is boosted a little.,노말 타입 기술이 비행 타입이 되며 위력이 1.2배가 된다.,
185,Parental Bond,부자유친,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,The parent and child attack one after the other.,공격이 2번 나간다. 두 번째 공격은 위력이 0.25배.,
186,Dark Aura,다크오라,PASSIVE,DAMAGE_MODIFIER,DARK,1.33,FIELD,Powers up the Dark-type moves of all Pokemon on the field.,모든 포켓몬의 악 타입 기술 위력이 1.33배가 된다.,
187,Fairy Aura,페어리오라,PASSIVE,DAMAGE_MODIFIER,FAIRY,1.33,FIELD,Powers up the Fairy-type moves of all Pokemon on the field.,모든 포켓몬의 페어리 타입 기술 위력이 1.33배가 된다.,
188,Aura Break,오라브레이크,PASSIVE,SPECIAL_LOGIC,NONE,0,FIELD,"The effects of ""Aura"" Abilities are reversed to lower the power of affected moves.",오라 특성의 효과를 반대로 만든다.,
189,Primordial Sea,시작의바다,ON_SWITCH_IN,WEATHER_CHANGE,HEAVY_RAIN,0,FIELD,The Pokemon changes the weather to nullify Fire-type attacks.,"날씨를 강한 비로 만들고, 불꽃 타입 기술을 무효화한다.",
190,Desolate Land,끝의대지,ON_SWITCH_IN,WEATHER_CHANGE,EXTREME_HARSH_SUNLIGHT,0,FIELD,The Pokemon changes the weather to nullify Water-type attacks.,"날씨를 강한 햇살로 만들고, 물 타입 기술을 무효화한다.",
191,Delta Stream,델타스트림,ON_SWITCH_IN,WEATHER_CHANGE,STRONG_WINDS,0,FIELD,The Pokemon changes the weather so that no moves are supereffective against the Flying type.,"날씨를 난기류로 만들고, 비행 타입의 약점을 없앤다.",
192,Stamina,지구력,ON_HIT_BY_MOVE,STAT_CHANGE,DEFENSE,1,SELF,Boosts the Defense stat when the Pokemon is hit by an attack.,공격을 받으면 방어가 1랭크 상승한다.,
193,Wimp Out,도망태세,ON_LOW_HP,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon cowardly switches out when its HP drops to half or less.,HP가 절반 이하가 되면 교체한다.,
194,Emergency Exit,위기회피,ON_LOW_HP,SPECIAL_LOGIC,NONE,0,SELF,"The Pokemon, sensing danger, switches out when its HP drops to half or less.",HP가 절반 이하가 되면 교체한다.,
195,Water Compaction,수분응집,ON_HIT_BY_TYPE,STAT_CHANGE,DEFENSE,2,SELF,Boosts the Defense stat sharply when the Pokemon is hit by a Water-type move.,물 타입 기술을 받으면 방어가 2랭크 상승한다.,
196,Merciless,무도한행동,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon's attacks become critical hits if the target is poisoned.,독 상태인 상대에게 반드시 급소에 맞힌다.,
197,Shields Down,리밋실드,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,"When its HP drops to half or less, the Pokemon's shell breaks and it becomes aggressive.",HP가 절반 이하일 때 폼 체인지한다.,
198,Stakeout,잠복,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,Doubles the damage dealt to a target that has just switched into battle.,교체되어 나온 상대에게 주는 데미지가 2배가 된다.,
199,Water Bubble,수포,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,Lowers the power of Fire-type moves that hit the Pokemon and prevents it from being burned.,"물 기술 위력 2배, 화상 면역, 받는 불꽃 기술 데미지 절반.",
200,Steelworker,강철술사,PASSIVE,DAMAGE_MODIFIER,STEEL,1.5,SELF,Powers up Steel-type moves.,강철 타입 기술의 위력이 1.5배가 된다.,
201,Berserk,버서크,ON_LOW_HP,STAT_CHANGE,SPECIAL_ATTACK,1,SELF,Boosts the Pokemon's Sp. Atk stat when it takes a hit that causes its HP to drop to half or less.,HP가 절반 이하가 되면 특공이 1랭크 상승한다.,
202,Slush Rush,눈치우기,ON_WEATHER,STAT_MODIFIER,SPEED,2,SELF,Boosts the Pokemon's Speed stat in snow.,날씨가 눈(싸라기눈)일 때 스피드가 2배가 된다.,
203,Long Reach,원격,PASSIVE,MOVE_MODIFIER,NO_CONTACT,0,SELF,The Pokemon uses its moves without making contact with the target.,모든 기술이 비접촉 기술이 된다.,
204,Liquid Voice,촉촉보이스,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,Sound-based moves become Water-type moves.,소리 기술이 물 타입이 된다.,
205,Triage,힐링시프트,PASSIVE,PRIORITY_MODIFIER,HEALING_MOVES,3,SELF,Gives priority to the Pokemon's healing moves.,회복 기술의 우선도가 +3 증가한다.,
206,Galvanize,일렉트릭스킨,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,노말 타입 기술이 전기 타입이 되며 위력이 1.2배가 된다.,
207,Surge Surfer,서핑테일,ON_TERRAIN,STAT_MODIFIER,SPEED,2,SELF,Doubles the Pokemon's Speed stat on Electric Terrain.,일렉트릭필드일 때 스피드가 2배가 된다.,
208,Schooling,어군,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,"When it has a lot of HP, the Pokemon forms a powerful school. It stops schooling when its HP is low.",HP가 1/4 이상일 때 폼 체인지한다.,
209,Disguise,탈,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,"Once per battle, the shroud that covers the Pokemon can protect it from an attack at the cost of 12.5% of its HP.",한 번의 공격을 막아주며 폼 체인지한다.,
210,Battle Bond,유대변화,ON_KO,SPECIAL_LOGIC,NONE,0,SELF,"When the Pokemon knocks out a target, its bond with its Trainer is strengthened, and its Attack, Sp. Atk, and Speed stats are boosted.",상대를 쓰러뜨리면 폼 체인지하고 능력치가 상승한다.,
211,Power Construct,파워퍼스트,ON_LOW_HP,SPECIAL_LOGIC,NONE,0,SELF,"Cells gather to aid the Pokemon when its HP drops to half or less, causing it to change into its Complete Forme.",HP가 절반 이하일 때 폼 체인지한다.,
212,Corrosion,부식,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon can poison the target even if it's a Steel- or Poison-type.,"강철, 독 타입에게도 독을 걸 수 있다.",
213,Comatose,절대안깸,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon is always drowsing and will never wake up. It can attack while in its sleeping state.,"항상 잠듦 상태이며, 상태 이상에 걸리지 않는다.",
214,Queenly Majesty,여왕의위엄,PASSIVE,SPECIAL_LOGIC,NONE,0,ALLY,The Pokemon's majesty pressures opponents and makes them unable to use priority moves against the Pokemon or its allies.,상대가 우선도 높은 기술을 사용하지 못하게 한다.,
215,Innards Out,내용물분출,ON_FAINT,SPECIAL_LOGIC,NONE,0,SELF,"When the Pokemon is knocked out, it damages its attacker by the amount equal to the HP it had left before it was hit.",기절했을 때 마지막으로 받은 데미지를 상대에게 준다.,
216,Dancer,무희,ON_OTHER_MOVE_USE,SPECIAL_LOGIC,NONE,0,SELF,"Whenever a dance move is used in battle, the Pokemon will copy the user to immediately perform that dance move itself.","다른 포켓몬이 춤 기술을 사용하면, 이어서 같은 기술을 사용한다.",
